graph,partitioner,num_partitions,replication_factor,counted_edges,num_replicas,edge_balance,vertex_balance,destination_balance,source_balance,num_vertices,num_edges,density,num_connected_triples,pearson_moment_degrees,pearson_median_degrees,pearson_mode_degrees,pearson_moment_degrees_in,pearson_median_degrees_in,pearson_mode_degrees_in,pearson_moment_degrees_out,pearson_median_degrees_out,pearson_mode_degrees_out,max_degree,max_degree_in,max_degree_out,mean_degree,mean_degree_in,mean_degree_out,pearson_moment_triangles,pearson_median_triangles,pearson_mode_triangles,num_triangles,max_triangles,mean_triangles,pearson_moment_lcc,pearson_median_lcc,pearson_mode_lcc,max_lcc,average_lcc,global_cc,num_edges_undirected_representation,average_lcc_triangle_based,max_lcc_triangle_based,synthetic,graph_type,origin,1dd,1ds,2d,2ps,crvc,dbh,hdrf,hep1,hep10,hep100,ne
out.wikipedia_link_sa,hep1,64,5.214886,3720051.0,113575.0,1.000003,1.679243,2.087612,1.665197,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,1,0,0,0
out.wikipedia_link_sa,hep1,32,3.121218,3720051.0,67977.0,1.000003,1.650441,1.865154,1.649156,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,1,0,0,0
out.wikipedia_link_sa,hep1,8,1.795675,3720051.0,39108.0,1.000001,1.46323,1.606626,1.411986,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,1,0,0,0
out.wikipedia_link_sa,2d,128,7.118968,3720051.0,155044.0,1.049104,1.166533,1.414527,1.248982,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,1,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,ne,64,2.267919,3720051.0,49393.0,41.450339,10.715688,8.34019,10.521525,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_sa,hep100,16,1.200606,3720051.0,26148.0,10.290814,11.988986,10.563066,11.967628,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,1,0
out.wikipedia_link_sa,hep100,4,1.120667,3720051.0,24407.0,2.952355,3.3651,3.121406,3.369199,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,1,0
out.wikipedia_link_sa,1dd,16,5.184168,3720051.0,112906.0,1.036855,1.178609,1.034421,1.204944,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,1,0,0,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,crvc,16,5.898526,3720051.0,128464.0,1.003771,1.020052,1.016955,1.033641,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,1,0,0,0,0,0,0
out.wikipedia_link_sa,hdrf,16,2.744846,3720051.0,59780.0,1.320575,1.335831,1.360552,1.399771,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,1,0,0,0,0
out.wikipedia_link_sa,hep10,8,1.723954,3720051.0,37546.0,1.000001,1.846056,2.012517,1.840669,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_sa,hep1,16,2.307819,3720051.0,50262.0,1.000003,1.379014,2.01311,1.319174,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,1,0,0,0
out.wikipedia_link_sa,2ps,32,2.98044,3720051.0,64911.0,1.049999,4.007949,4.265071,3.877296,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_sa,2ps,64,3.712246,3720051.0,80849.0,1.049999,6.901953,6.339605,7.054248,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_sa,ne,16,1.807521,3720051.0,39366.0,1.009775,7.976426,6.955192,7.921987,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_sa,ne,4,1.241655,3720051.0,27042.0,1.001717,3.192367,2.857539,3.198321,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_sa,2d,32,3.30107,3720051.0,71894.0,3.020045,2.962139,2.979015,3.038093,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,1,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,hep10,32,3.490243,3720051.0,76014.0,1.000003,1.73105,2.609209,1.723154,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_sa,1ds,32,8.138023,3720051.0,177238.0,1.052631,1.157494,1.182657,1.007358,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,1,0,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,ne,8,1.4896,3720051.0,32442.0,1.004898,5.32199,4.625816,5.314407,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_sa,hdrf,64,3.902245,3720051.0,84987.0,2.688049,2.281761,2.797808,2.316132,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,1,0,0,0,0
out.wikipedia_link_sa,hdrf,4,1.763809,3720051.0,38414.0,1.000371,1.013068,1.02506,1.01246,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,1,0,0,0,0
out.wikipedia_link_sa,hep10,64,5.752927,3720051.0,125293.0,1.104467,1.82663,4.047036,1.570391,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_sa,1dd,4,2.331053,3720051.0,50768.0,1.00966,1.029152,1.009138,1.041784,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,1,0,0,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,dbh,128,18.483447,3720051.0,402551.0,1.327018,1.08969,1.068175,1.094044,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,1,0,0,0,0,0
out.wikipedia_link_sa,1ds,64,12.946187,3720051.0,281955.0,1.068355,1.221869,1.2409,1.010338,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,1,0,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,2d,4,2.068277,3720051.0,45045.0,1.005668,1.249328,1.039428,1.04174,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,1,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,1dd,8,3.451306,3720051.0,75166.0,1.019476,1.056861,1.016833,1.068241,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,1,0,0,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,2d,16,3.483264,3720051.0,75862.0,1.010735,1.164008,1.094762,1.080937,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,1,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,crvc,128,23.408605,3720051.0,509816.0,1.005887,1.024621,1.025397,1.019647,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,1,0,0,0,0,0,0
out.wikipedia_link_sa,2ps,128,4.795399,3720051.0,104439.0,1.049999,3.436571,3.449872,3.31909,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_sa,1dd,32,8.057992,3720051.0,175495.0,1.039788,1.334921,1.059705,1.367404,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,1,0,0,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,1dd,64,12.738785,3720051.0,277438.0,1.082961,1.537727,1.077293,1.567244,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,1,0,0,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,2ps,8,1.762983,3720051.0,38396.0,1.049999,2.931764,3.541857,2.982908,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_sa,dbh,16,4.379953,3720051.0,95391.0,1.045078,1.010745,1.024664,1.010098,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,1,0,0,0,0,0
out.wikipedia_link_sa,1ds,16,5.162863,3720051.0,112442.0,1.035973,1.106633,1.135291,1.004377,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,1,0,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,ne,128,2.502732,3720051.0,54507.0,99.608303,13.214009,10.740506,13.065576,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_sa,dbh,32,7.053584,3720051.0,153620.0,1.072295,1.029033,1.030477,1.031128,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,1,0,0,0,0,0
out.wikipedia_link_sa,dbh,4,1.882042,3720051.0,40989.0,1.008035,1.003294,1.006345,1.002649,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,1,0,0,0,0,0
out.wikipedia_link_sa,2ps,16,2.435236,3720051.0,53037.0,1.049999,2.281879,2.876653,2.306096,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_sa,hep10,16,2.35796,3720051.0,51354.0,1.000003,1.842894,2.332057,1.834239,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_sa,dbh,8,2.75784,3720051.0,60063.0,1.035188,1.004812,1.015502,1.005813,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,1,0,0,0,0,0
out.wikipedia_link_sa,2d,64,5.553974,3720051.0,120960.0,1.034584,1.189418,1.16399,1.16551,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,1,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,hep100,32,1.203958,3720051.0,26221.0,22.683646,14.166355,13.429751,14.279724,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,1,0
out.wikipedia_link_sa,2ps,4,1.44621,3720051.0,31497.0,1.05,1.949773,2.138492,1.973792,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_sa,hep100,64,1.276643,3720051.0,27804.0,46.476731,19.089052,16.101487,19.071503,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,1,0
out.wikipedia_link_sa,1ds,4,2.289407,3720051.0,49861.0,1.011466,1.024448,1.039494,1.002515,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,1,0,0,0,0,0,0,0,0,0
out.wikipedia_link_sa,hep10,4,1.383902,3720051.0,30140.0,1.0,1.815395,1.78999,1.814254,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_sa,crvc,64,14.646953,3720051.0,318996.0,1.004649,1.017191,1.014521,1.02062,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,1,0,0,0,0,0,0
out.wikipedia_link_sa,hep1,128,8.990587,3720051.0,195806.0,1.000003,1.735595,2.794973,1.723357,21779.0,3720051.0,0.00784319,3.24562e+09,2.95103,0.990332,0.333044,2.95052,0.991995,0.332612,2.93474,0.993068,0.331023,5121.0,4877.0,1855.0,341.618,170.809,170.809,2.97718,0.916331,0.305446,1.0559e+09,1723090.0,145447.0,1.04966,1.80348,0.759986,1.0,0.276685,0.975988,1989313.0,0.276685,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,1,0,0,0
